PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,10,16.0,22.8,14.0,15.3,1.4,0.5,4.2,96.05,0.73
Kelly Olynyk,C-F,HOU,78,9,5.0,21.33,10.0,5.89,2.11,0.67,3.0,57.5,0.61
Khyri Thomas,G,HOU,68,3,0.0,20.33,4.0,3.0,2.67,1.0,1.0,39.63,0.58
Jayson Tatum,F-G,BOS,89,9,4.0,31.44,7.22,4.67,0.89,0.78,3.22,56.89,0.55
Kevin Durant,F,BKN,96,8,1.0,30.0,7.75,5.5,1.38,1.38,2.88,54.92,0.55
Kemba Walker,G,BOS,83,5,1.0,27.8,4.4,4.2,1.4,0.2,1.6,44.58,0.51
Damian Lillard,G,POR,94,10,1.0,29.4,4.8,7.6,1.2,0.2,2.4,50.36,0.51
Trae Young,G,ATL,87,6,2.0,28.0,3.67,8.83,0.5,0.17,4.17,47.48,0.5
Lonzo Ball,G,NOP,80,10,4.0,17.9,7.5,6.1,2.0,0.5,3.3,48.25,0.5
Bogdan Bogdanovic,G,ATL,79,8,4.0,22.38,3.5,4.5,1.62,0.38,1.5,45.83,0.48
Luka Doncic,F-G,DAL,94,9,1.0,24.67,8.0,7.67,0.89,0.11,4.44,46.32,0.47
Jusuf Nurkic,C,POR,80,10,1.0,14.7,10.8,3.4,0.9,1.0,1.7,38.76,0.46
DeMar DeRozan,F-G,SAS,87,9,3.0,23.89,3.44,6.56,1.22,0.22,2.11,46.08,0.46
Dejounte Murray,G,SAS,82,9,2.0,18.0,7.33,6.44,1.22,0.0,2.33,41.8,0.46
Collin Sexton,G,CLE,83,7,0.0,23.86,4.29,5.71,0.86,0.29,3.29,37.71,0.45
Bojan Bogdanovic,F,UTA,76,10,1.0,26.1,4.0,1.8,1.1,0.1,2.9,36.3,0.45
Kenyon Martin Jr.,F,HOU,75,10,0.0,16.3,6.6,2.1,1.0,0.9,1.0,32.07,0.43
Jordan Clarkson,G,UTA,82,10,1.0,20.7,4.7,4.1,1.1,0.2,1.7,36.69,0.42
CJ McCollum,G,POR,87,10,2.0,22.2,3.4,4.4,0.5,0.5,1.3,38.58,0.4
Tim Hardaway Jr.,F-G,DAL,80,9,0.0,23.67,3.44,2.22,0.33,0.11,0.78,31.69,0.4
Alize Johnson,F,BKN,72,3,1.0,9.33,11.33,1.67,0.33,0.67,0.33,30.1,0.39
Rudy Gobert,C,UTA,88,10,2.0,13.1,11.9,0.9,0.7,2.1,2.4,38.73,0.39
Eric Bledsoe,G,NOP,77,10,1.0,14.2,4.0,4.4,1.5,0.4,1.7,31.6,0.38
Clint Capela,C,ATL,86,9,5.0,11.89,12.67,0.78,0.44,1.44,0.89,43.03,0.38
Jae'Sean Tate,F,HOU,78,8,0.0,12.62,5.5,5.0,1.62,0.0,2.25,29.35,0.38
Jarrett Allen,C,CLE,84,10,1.0,12.6,10.4,2.1,0.8,1.0,2.0,33.629999999999995,0.38
Jakob Poeltl,C,SAS,78,9,1.0,8.78,6.67,2.78,1.0,1.89,0.89,30.72,0.37
Nickeil Alexander-Walker,G,NOP,76,2,1.0,15.5,3.5,4.5,1.0,0.0,2.0,29.45,0.36
Marcus Smart,G,BOS,80,9,0.0,11.56,3.67,6.22,1.67,0.44,3.22,28.4,0.36
John Collins,C-F,ATL,85,10,1.0,17.4,6.6,0.9,0.9,0.9,1.9,32.17,0.35
Norman Powell,"['G', 'G']",POR,82,9,0.0,18.11,3.67,2.33,1.0,0.33,1.22,28.79,0.35
Evan Fournier,F-G,BOS,81,10,0.0,12.9,4.1,3.5,1.3,0.6,1.2,27.57,0.34
Isaac Okoro,F-G,CLE,73,10,1.0,15.4,4.0,2.1,0.7,0.0,0.8,26.65,0.34
Jeff Green,F,BKN,76,10,0.0,13.8,5.4,2.0,0.6,0.4,0.7,25.58,0.34
Naji Marshall,F,NOP,68,10,1.0,8.5,5.8,2.7,1.2,0.4,1.2,25.11,0.34
Andre Drummond,C,LAL,83,10,0.0,11.1,9.5,1.2,0.9,0.8,1.6,27.8,0.33
Kyle Kuzma,F,LAL,77,9,0.0,13.67,4.22,2.0,0.67,1.0,1.11,25.62,0.33
Willy Hernangomez,C-F,NOP,76,9,0.0,9.89,8.56,1.33,1.11,0.44,1.44,25.38,0.33
Blake Griffin,F,BKN,78,10,0.0,12.5,5.4,2.5,0.8,0.5,1.1,25.53,0.33
Josh Richardson,F-G,DAL,77,8,0.0,12.88,2.5,1.88,2.25,0.38,1.25,25.31,0.33
Kevin Love,C-F,CLE,80,8,0.0,10.88,8.5,3.0,0.75,0.0,1.75,26.08,0.33
Dorian Finney-Smith,F,DAL,73,9,0.0,9.78,5.33,2.67,1.11,0.44,1.67,23.18,0.32
Rui Hachimura,F,WAS,79,7,0.0,16.29,4.29,1.0,0.57,0.43,0.86,25.07,0.32
Kentavious Caldwell-Pope,G,LAL,75,9,0.0,9.78,3.11,3.33,1.44,0.78,1.11,24.07,0.32
Jaxson Hayes,C-F,NOP,77,10,1.0,11.0,5.4,0.6,0.6,1.4,0.8,25.58,0.31
Rudy Gay,F-G,SAS,79,9,0.0,13.89,4.33,1.0,0.78,0.89,1.44,24.14,0.31
Joe Ingles,F-G,UTA,81,10,1.0,10.9,3.4,6.7,0.5,0.1,2.4,26.43,0.3
Robert Covington,F,POR,77,10,1.0,6.4,6.9,1.6,1.0,1.2,0.2,25.48,0.3
Danilo Gallinari,F,ATL,80,10,0.0,14.0,4.4,1.9,0.7,0.2,0.5,24.33,0.3
Dwight Powell,C-F,DAL,76,10,0.0,8.1,5.8,1.8,0.8,1.2,1.1,22.66,0.3
Royce O'Neale,F,UTA,75,10,0.0,7.8,5.9,2.7,1.3,0.1,1.2,21.93,0.29
Keldon Johnson,F-G,SAS,80,10,0.0,13.6,5.2,1.8,0.6,0.0,0.8,23.54,0.29
Raul Neto,G,WAS,75,10,0.0,10.5,3.0,2.8,1.2,0.2,0.8,21.7,0.29
Daniel Gafford,C-F,WAS,78,10,0.0,8.5,5.2,0.7,0.8,1.7,0.6,22.69,0.29
Tristan Thompson,C-F,BOS,78,9,0.0,5.44,8.22,1.89,0.56,1.22,1.22,22.26,0.29
Enes Kanter,C,POR,81,10,1.0,7.6,8.8,0.9,0.5,0.6,0.3,24.51,0.28
Armoni Brooks,G,HOU,67,10,0.0,11.2,3.0,1.8,0.5,0.4,1.4,18.8,0.28
Joe Harris,F-G,BKN,79,10,0.0,12.3,3.8,2.1,0.6,0.4,1.4,21.61,0.27
Ish Smith,G,WAS,73,10,0.0,8.3,3.0,2.7,1.0,0.4,0.7,19.45,0.27
James Johnson,F,NOP,78,8,1.0,8.88,4.5,1.25,1.0,0.62,0.88,22.15,0.26
Lonnie Walker IV,F-G,SAS,76,10,0.0,13.1,2.5,1.3,0.4,0.1,0.9,18.65,0.25
Georges Niang,F,UTA,73,10,0.0,12.0,3.0,1.1,0.5,0.2,0.9,18.45,0.25
Dean Wade,C-F,CLE,74,10,1.0,8.7,4.3,1.3,0.9,0.3,0.7,20.71,0.25
DeAndre Jordan,C,BKN,79,6,0.0,5.67,8.67,1.33,0.33,0.83,1.67,19.9,0.25
Carmelo Anthony,F,POR,79,8,0.0,13.0,2.62,1.0,0.62,0.12,0.38,19.52,0.25
D.J. Augustin,G,HOU,73,3,0.0,14.33,1.33,2.67,0.0,0.0,2.0,17.93,0.25
Aaron Nesmith,F-G,BOS,70,10,0.0,9.0,4.5,0.7,0.5,0.3,0.5,17.35,0.25
Montrezl Harrell,C-F,LAL,83,8,0.0,10.5,3.62,0.88,0.62,0.75,0.62,19.66,0.24
Willie Cauley-Stein,C,DAL,77,10,0.0,5.2,6.1,0.6,0.8,1.0,0.7,18.12,0.24
Alex Len,C,WAS,76,10,0.0,7.5,5.0,0.6,0.3,0.9,0.3,17.7,0.23
Talen Horton-Tucker,G,LAL,75,8,1.0,8.25,2.0,4.12,1.0,0.0,2.62,19.21,0.23
