PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Stanley Johnson,F-G,TOR,72,35.0,10.0,5.0,3.0,0.0,0.0,63.5,0.88
Giannis Antetokounmpo,F,MIL,96,40.0,15.0,6.0,1.0,0.0,1.0,69.0,0.72
Jrue Holiday,G,MIL,87,20.0,4.0,14.0,0.0,4.0,1.0,56.8,0.65
Dillon Brooks,F-G,MEM,76,30.0,6.0,3.0,1.0,2.0,1.0,49.7,0.65
Anthony Edwards,G,MIN,81,29.0,7.0,5.0,0.0,2.0,1.0,49.9,0.62
Nikola Jokic,C,DEN,95,31.0,14.0,4.0,1.0,1.0,2.0,57.8,0.61
Alec Burks,G,NYK,78,30.0,10.0,2.0,0.0,1.0,2.0,46.0,0.59
Damian Lillard,G,POR,94,41.0,5.0,5.0,1.0,0.0,3.0,54.5,0.58
Justin James,F-G,SAC,71,31.0,4.0,2.0,1.0,0.0,1.0,40.8,0.57
T.J. McConnell,G,IND,78,23.0,5.0,7.0,3.0,0.0,4.0,44.5,0.57
Julius Randle,C-F,NYK,87,25.0,9.0,9.0,1.0,0.0,3.0,49.3,0.57
Justin Holiday,F-G,IND,75,26.0,5.0,5.0,0.0,1.0,1.0,41.5,0.55
Bogdan Bogdanovic,G,ATL,79,27.0,3.0,5.0,2.0,0.0,1.0,43.1,0.55
RJ Barrett,F-G,NYK,80,24.0,9.0,5.0,1.0,0.0,2.0,43.3,0.54
Jonas Valanciunas,C,MEM,83,24.0,13.0,3.0,0.0,1.0,2.0,45.1,0.54
Terence Davis,G,SAC,74,16.0,5.0,4.0,3.0,1.0,1.0,39.0,0.53
Bam Adebayo,C-F,MIA,88,18.0,12.0,8.0,0.0,1.0,1.0,46.4,0.53
Cameron Payne,G,PHX,77,21.0,6.0,5.0,1.0,1.0,1.0,40.7,0.53
DeAndre' Bembry,F-G,TOR,72,12.0,2.0,6.0,4.0,1.0,1.0,37.4,0.52
Coby White,G,CHI,76,17.0,5.0,10.0,1.0,0.0,2.0,39.0,0.51
Dejounte Murray,G,SAS,82,14.0,9.0,7.0,1.0,1.0,0.0,41.3,0.5
DeMar DeRozan,F-G,SAS,87,27.0,8.0,4.0,1.0,0.0,3.0,42.6,0.49
Nikola Vucevic,C,CHI,87,16.0,16.0,6.0,0.0,0.0,2.0,42.2,0.49
LaMelo Ball,G,CHA,85,18.0,6.0,7.0,2.0,0.0,0.0,41.7,0.49
R.J. Hampton,G,ORL,73,18.0,8.0,5.0,0.0,1.0,3.0,35.1,0.48
Khris Middleton,F,MIL,85,22.0,4.0,6.0,2.0,0.0,2.0,39.8,0.47
Mikal Bridges,F,PHX,83,21.0,11.0,2.0,1.0,0.0,2.0,38.2,0.46
Paul George,F,LAC,90,20.0,10.0,6.0,1.0,0.0,3.0,41.0,0.46
Domantas Sabonis,C-F,IND,87,10.0,6.0,14.0,1.0,0.0,2.0,39.2,0.45
Oshae Brissett,F-G,IND,67,19.0,3.0,1.0,2.0,0.0,0.0,30.1,0.45
Malachi Flynn,G,TOR,71,16.0,4.0,7.0,1.0,0.0,2.0,32.3,0.45
Kyle Anderson,F-G,MEM,81,14.0,5.0,9.0,0.0,2.0,3.0,36.5,0.45
Delon Wright,G,SAC,77,15.0,4.0,8.0,1.0,0.0,1.0,33.8,0.44
Taj Gibson,F,NYK,75,6.0,9.0,1.0,1.0,4.0,0.0,33.3,0.44
Lauri Markkanen,C-F,CHI,80,20.0,7.0,2.0,1.0,1.0,2.0,35.4,0.44
JaVale McGee,C-F,DEN,78,12.0,13.0,0.0,0.0,2.0,0.0,33.6,0.43
Jakob Poeltl,C,SAS,78,8.0,9.0,2.0,1.0,3.0,0.0,33.8,0.43
Clint Capela,C,ATL,86,14.0,14.0,0.0,2.0,0.0,1.0,35.8,0.42
Cole Anthony,G,ORL,74,12.0,7.0,6.0,1.0,0.0,1.0,31.4,0.42
Damian Jones,C,SAC,72,6.0,5.0,5.0,0.0,4.0,1.0,30.5,0.42
CJ McCollum,G,POR,87,27.0,1.0,6.0,0.0,0.0,1.0,36.2,0.42
