PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Stephen Curry,G,GSW,96,8,0.0,38.88,6.62,4.62,0.88,0.12,3.5,53.26,0.55
De'Aaron Fox,G,SAC,87,10,4.0,27.9,3.9,6.2,2.0,0.8,2.7,55.58,0.55
Jayson Tatum,F-G,BOS,90,10,1.0,29.2,8.3,3.5,1.0,0.3,3.0,47.31,0.5
Clint Capela,C,ATL,86,9,2.0,18.33,14.11,0.67,0.44,2.22,0.89,47.38,0.5
Jrue Holiday,G,MIL,87,8,2.0,22.0,5.0,6.62,1.88,0.62,3.38,46.06,0.48
Bogdan Bogdanovic,G,ATL,76,10,3.0,20.5,4.3,4.0,1.4,0.4,1.4,41.66,0.47
Devin Booker,G,PHX,89,10,3.0,29.1,4.4,4.3,0.8,0.4,3.1,47.33,0.46
Draymond Green,F,GSW,80,9,1.0,9.0,6.44,9.22,2.33,0.67,3.44,38.12,0.45
Khris Middleton,F,MIL,85,8,0.0,19.75,5.62,5.75,1.25,0.12,2.88,36.38,0.43
Andrew Wiggins,F-G,GSW,80,10,1.0,18.6,4.7,2.9,1.2,1.2,1.6,36.19,0.43
Chris Paul,G,PHX,88,10,1.0,15.2,4.1,8.7,1.9,0.0,1.9,38.97,0.42
Deandre Ayton,C,PHX,84,10,0.0,16.0,10.3,1.1,1.2,1.2,1.9,35.31,0.42
Jarrett Allen,C,CLE,84,2,0.0,14.0,9.5,3.5,0.5,1.0,0.0,35.15,0.42
Jaylen Brown,F-G,BOS,89,9,1.0,23.0,6.0,1.67,1.22,0.78,2.22,38.48,0.41
Darius Garland,G,CLE,79,9,1.0,18.0,3.11,6.11,1.33,0.22,3.22,34.34,0.41
Robert Williams III,C-F,BOS,77,9,1.0,10.44,9.11,3.11,0.67,1.67,1.22,33.82,0.41
Larry Nance Jr.,C-F,CLE,77,3,0.0,13.0,7.0,3.67,2.0,0.33,2.0,31.9,0.41
Marcus Smart,G,BOS,80,10,0.0,14.0,3.4,6.4,1.4,0.7,1.9,32.08,0.4
Kemba Walker,G,BOS,85,8,0.0,16.75,5.0,6.5,0.75,0.12,1.62,33.5,0.39
Isaiah Hartenstein,C-F,CLE,76,8,1.0,10.0,8.25,3.12,0.5,1.75,1.62,31.71,0.39
Harrison Barnes,F,SAC,80,10,0.0,15.0,7.6,2.6,1.0,0.3,2.2,29.72,0.37
Bobby Portis,F,MIL,81,7,0.0,13.71,10.0,1.57,0.86,0.29,1.29,30.21,0.37
Kevin Love,C-F,CLE,80,7,0.0,14.86,7.43,2.71,0.71,0.29,1.71,29.13,0.36
Buddy Hield,G,SAC,77,9,0.0,15.67,4.0,2.44,1.11,0.44,1.78,27.02,0.35
Donte DiVincenzo,G,MIL,77,8,0.0,9.88,6.62,3.62,1.5,0.0,1.62,26.14,0.34
Dean Wade,C-F,CLE,74,10,0.0,10.0,5.9,2.2,1.3,0.5,0.4,25.38,0.34
Tyrese Haliburton,G,SAC,82,10,0.0,11.8,2.2,5.6,1.5,0.4,1.1,27.44,0.33
Brook Lopez,C,MIL,79,9,0.0,12.22,4.67,1.0,0.89,1.56,0.67,25.99,0.33
Taurean Prince,F,CLE,73,8,0.0,14.0,3.62,2.5,0.5,0.5,1.62,23.48,0.32
Montrezl Harrell,C-F,LAL,83,10,0.0,11.1,6.6,1.0,0.8,0.7,1.2,23.82,0.29
Jae Crowder,F,PHX,77,10,0.0,10.1,4.6,2.5,0.8,0.7,1.4,22.47,0.29
Talen Horton-Tucker,G,LAL,75,9,0.0,11.11,2.67,3.22,1.56,0.0,2.22,21.59,0.29
Mikal Bridges,F,PHX,83,10,1.0,10.7,3.4,1.5,1.4,0.8,0.5,25.13,0.28
Kevin Huerter,F-G,ATL,76,10,0.0,12.2,1.6,3.5,0.7,0.2,0.7,21.37,0.28
Kentavious Caldwell-Pope,G,LAL,75,10,0.0,11.0,3.8,2.3,0.6,0.6,1.5,21.11,0.28
Alex Caruso,G,LAL,73,10,0.0,7.0,2.9,3.3,1.6,0.3,1.6,19.53,0.27
Tristan Thompson,C-F,BOS,78,4,0.0,7.0,6.75,1.0,0.5,1.25,0.75,21.1,0.27
Lou Williams,G,ATL,80,8,0.0,12.12,1.75,3.88,0.5,0.12,1.5,20.41,0.26
Cameron Payne,G,PHX,77,10,0.0,8.3,2.9,4.2,0.8,0.2,0.8,20.28,0.26
Isaac Okoro,F-G,CLE,73,10,0.0,9.3,3.1,1.7,0.7,0.3,1.1,17.47,0.24
Hassan Whiteside,C,SAC,80,4,0.0,7.25,4.25,0.5,0.5,1.5,0.25,18.85,0.24
Kent Bazemore,F-G,GSW,76,10,0.0,8.2,3.3,1.6,1.4,0.3,1.1,18.56,0.24
Solomon Hill,F,ATL,70,10,0.0,5.6,4.4,1.4,0.9,0.2,0.4,15.88,0.23
Pat Connaughton,F-G,MIL,74,10,0.0,7.1,5.2,1.0,0.6,0.2,0.5,16.74,0.23
Brandon Goodwin,G,ATL,70,8,0.0,8.12,2.38,3.0,0.5,0.0,1.12,15.85,0.23
Cameron Johnson,F,PHX,78,10,0.0,9.6,3.2,1.6,0.7,0.2,0.9,17.64,0.23
Onyeka Okongwu,C-F,ATL,75,10,0.0,6.7,4.8,0.3,0.7,0.8,0.6,16.81,0.22
Dario Saric,C-F,PHX,79,10,0.0,9.3,4.0,1.5,0.6,0.0,0.5,17.65,0.22
Torrey Craig,F,PHX,75,10,0.0,6.1,4.4,0.7,1.0,0.4,0.6,16.03,0.21
Bryn Forbes,G,MIL,73,10,0.0,10.0,1.7,0.7,0.9,0.0,0.8,14.99,0.21
Jordan Nwora,F,MIL,72,9,0.0,7.78,2.56,0.56,0.89,0.22,0.67,14.34,0.2
Jordan Poole,G,GSW,77,10,0.0,9.9,1.0,2.7,0.6,0.1,1.9,15.35,0.2
Jeff Teague,G,MIL,73,7,0.0,7.29,1.29,3.29,0.14,0.43,0.71,14.76,0.2
Terence Davis,G,SAC,74,10,0.0,8.2,2.1,1.2,0.8,0.3,1.2,14.62,0.2
Matthew Dellavedova,G,CLE,70,7,0.0,3.14,2.14,5.0,0.29,0.0,0.57,13.5,0.19
Luke Kornet,C-F,BOS,73,6,0.0,5.0,3.5,1.0,0.0,1.17,0.33,13.87,0.19
Delon Wright,G,SAC,77,10,0.0,6.6,2.4,1.7,1.1,0.0,0.8,14.53,0.19
Damian Jones,C,SAC,73,2,0.0,3.5,3.0,1.0,1.5,0.5,1.0,13.6,0.19
Maurice Harkless,F-G,SAC,72,10,0.0,5.5,2.1,1.3,0.7,0.4,0.6,12.67,0.18
Jevon Carter,G,PHX,72,8,0.0,5.5,2.75,1.5,0.5,0.12,0.25,12.68,0.18
Alen Smailagic,F,GSW,71,2,0.0,5.0,3.0,0.0,0.0,1.5,0.0,13.1,0.18
Kevon Looney,F,GSW,77,10,0.0,2.7,4.2,2.7,0.5,0.4,0.4,14.09,0.18
Rodions Kurucs,F,MIL,71,3,0.0,4.33,3.0,1.33,1.0,0.0,1.0,11.93,0.17
Damion Lee,F-G,GSW,73,10,0.0,5.5,2.6,0.9,0.9,0.1,0.7,12.27,0.17
Cedi Osman,F,CLE,73,6,0.0,5.67,1.5,1.83,0.5,0.33,1.17,11.55,0.16
Chimezie Metu,C-F,SAC,73,9,0.0,4.44,3.22,0.89,0.11,0.44,0.56,10.76,0.15
Ben McLemore,G,LAL,72,5,0.0,8.4,1.4,0.4,0.2,0.0,0.6,10.68,0.15
Payton Pritchard,G,BOS,75,10,0.0,5.3,2.4,1.0,0.6,0.1,0.5,11.28,0.15
Mamadi Diakite,F,MIL,68,7,0.0,3.29,2.71,0.57,0.43,0.43,0.43,9.54,0.14
Sam Merrill,G,MIL,70,6,0.0,4.83,1.67,1.33,0.33,0.17,0.67,9.67,0.14
Gary Payton II,G,GSW,72,3,0.0,3.33,1.33,0.0,1.33,0.33,0.33,9.6,0.13
