PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
De'Aaron Fox,G,SAC,87,4.0,26.9,3.7,7.1,1.5,0.5,3.2,52.79,0.51
Stephen Curry,G,GSW,96,0.0,32.3,5.8,5.8,1.4,0.1,3.5,48.96,0.51
Jayson Tatum,F-G,BOS,90,1.0,24.4,6.5,4.2,1.2,0.4,2.5,42.8,0.45
Chris Paul,G,PHX,88,1.0,16.4,4.6,9.5,1.5,0.2,2.3,40.97,0.44
Draymond Green,F,GSW,80,1.0,8.2,7.0,9.4,1.8,0.8,3.0,37.5,0.44
Clint Capela,C,ATL,86,2.0,14.3,12.5,0.8,0.7,2.1,1.3,41.6,0.44
Devin Booker,G,PHX,89,3.0,27.5,4.0,4.8,0.8,0.2,3.0,45.5,0.44
Khris Middleton,F,MIL,85,0.0,19.4,5.3,5.4,1.2,0.2,2.7,35.36,0.42
Jrue Holiday,G,MIL,87,2.0,17.9,4.4,5.4,1.7,0.5,2.1,39.78,0.41
Andrew Wiggins,F-G,GSW,80,1.0,19.3,5.4,2.6,0.9,0.9,2.2,34.88,0.41
Jaylen Brown,F-G,BOS,89,1.0,21.7,5.6,3.4,1.3,0.5,2.8,38.12,0.41
Bogdan Bogdanovic,G,ATL,76,3.0,16.9,4.3,3.5,1.0,0.4,1.4,36.11,0.4
Deandre Ayton,C,PHX,84,0.0,16.5,10.4,1.3,0.4,1.1,1.7,33.73,0.4
Darius Garland,G,CLE,79,1.0,17.2,2.7,5.9,1.3,0.1,3.0,32.489999999999995,0.39
Harrison Barnes,F,SAC,80,0.0,15.6,7.2,3.6,0.8,0.2,1.7,30.94,0.39
Jarrett Allen,C,CLE,84,0.0,12.7,9.8,1.5,0.5,1.7,1.5,31.81,0.38
Kent Bazemore,F-G,GSW,76,0.0,10.3,5.2,3.3,1.7,1.2,2.1,28.09,0.37
Kemba Walker,G,BOS,85,0.0,17.8,3.6,4.9,1.1,0.3,2.1,31.57,0.37
Tyrese Haliburton,G,SAC,82,0.0,13.7,3.9,5.4,1.4,0.6,1.8,30.68,0.37
Marcus Smart,G,BOS,80,0.0,12.1,3.3,5.6,1.6,0.5,2.0,28.76,0.36
Buddy Hield,G,SAC,77,0.0,15.5,4.2,2.8,0.8,0.3,1.6,26.44,0.34
Larry Nance Jr.,C-F,CLE,77,0.0,9.2,6.0,2.9,1.6,0.5,1.4,25.65,0.33
Mikal Bridges,F,PHX,83,1.0,12.7,4.9,2.2,0.9,0.8,0.8,28.18,0.32
Kevon Looney,F,GSW,77,0.0,6.7,6.8,3.4,0.8,1.1,1.2,24.46,0.32
Brook Lopez,C,MIL,79,0.0,11.5,5.3,0.8,0.6,1.5,1.0,24.36,0.31
Donte DiVincenzo,G,MIL,77,0.0,10.4,4.9,2.9,1.2,0.2,1.4,23.43,0.3
Taurean Prince,F,CLE,73,0.0,10.5,4.3,1.9,0.7,0.8,1.3,21.71,0.3
Talen Horton-Tucker,G,LAL,75,0.0,10.2,3.5,3.0,1.0,0.5,1.8,21.6,0.29
Jae Crowder,F,PHX,77,0.0,10.8,4.8,1.9,0.8,0.4,0.9,22.11,0.29
