PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,5.0,26.0,10.5,8.5,1.4,0.6,3.2,64.15,0.57
Russell Westbrook,G,WAS,88,9.0,20.9,9.8,10.0,1.3,0.4,4.7,66.06,0.55
Joel Embiid,C-F,PHI,95,0.0,28.8,11.4,3.0,1.0,1.7,3.0,52.08,0.55
Luka Doncic,F-G,DAL,94,0.0,27.9,8.1,8.4,1.0,0.6,4.2,50.82,0.54
Karl-Anthony Towns,C-F,MIN,88,6.0,25.2,10.9,4.1,0.7,1.5,3.1,59.93,0.54
De'Aaron Fox,G,SAC,87,4.0,26.5,4.0,7.7,1.7,0.4,3.2,53.95,0.53
Julius Randle,C-F,NYK,87,3.0,25.8,9.9,5.6,0.9,0.3,3.2,52.48,0.53
Stephen Curry,G,GSW,96,0.0,30.7,5.8,6.8,1.6,0.2,3.2,50.06,0.52
Nikola Vucevic,C,CHI,87,2.0,24.0,10.9,3.5,0.9,0.8,1.9,49.53,0.52
Bradley Beal,G,WAS,90,0.0,30.1,4.8,4.9,1.2,0.4,3.4,44.61,0.5
Kyrie Irving,G,BKN,91,3.0,27.3,4.5,6.0,1.2,0.5,2.3,50.5,0.49
Christian Wood,F,HOU,84,0.0,22.2,10.1,1.7,1.0,1.2,2.0,41.47,0.49
Rudy Gobert,C,UTA,88,1.0,14.9,13.8,1.4,0.5,2.7,1.8,43.36,0.47
Paul George,F,LAC,90,5.0,24.2,6.2,5.5,1.3,0.5,3.2,52.09,0.47
Trae Young,G,ATL,87,2.0,24.1,3.8,9.0,0.8,0.2,4.1,45.06,0.47
Kristaps Porzingis,C-F,DAL,86,2.0,21.3,8.9,1.5,0.5,1.6,1.4,43.13,0.46
Clint Capela,C,ATL,86,4.0,15.1,12.9,1.0,0.7,2.1,1.4,47.08,0.45
John Wall,G,HOU,82,2.0,20.0,3.5,6.3,1.2,0.6,3.3,39.75,0.44
Caris LeVert,G,IND,83,3.0,18.8,4.7,5.1,1.6,0.5,2.1,42.29,0.44
Malcolm Brogdon,G,IND,84,1.0,20.4,4.2,5.7,1.1,0.2,2.1,37.79,0.43
Dejounte Murray,G,SAS,82,0.0,16.6,6.3,5.1,1.6,0.1,1.9,35.01,0.43
Devin Booker,G,PHX,89,3.0,26.0,4.2,4.5,0.9,0.3,3.1,44.29,0.43
Fred VanVleet,G,TOR,84,1.0,18.7,3.8,5.5,1.6,0.5,1.9,37.91,0.43
Chris Paul,G,PHX,88,1.0,16.1,4.8,8.3,1.5,0.2,2.4,39.01,0.42
DeMar DeRozan,F-G,SAS,87,1.0,20.8,4.0,6.5,0.9,0.2,1.9,38.75,0.42
Draymond Green,F,GSW,80,1.0,7.8,6.7,8.7,1.8,0.7,3.1,35.29,0.42
Pascal Siakam,F,TOR,83,2.0,19.2,6.2,3.8,1.0,0.5,2.0,38.84,0.42
Hassan Whiteside,C,SAC,80,0.0,13.3,9.7,0.9,0.7,2.3,1.6,33.69,0.42
Collin Sexton,G,CLE,83,0.0,23.0,3.2,4.1,1.1,0.1,2.7,33.89,0.41
Andrew Wiggins,F-G,GSW,80,1.0,19.3,5.1,2.5,0.9,0.9,2.0,34.57,0.41
Michael Porter Jr.,F,DEN,84,1.0,18.6,8.6,1.2,0.7,1.0,1.2,36.62,0.41
Mike Conley,G,UTA,84,0.0,18.0,3.5,6.2,1.5,0.1,2.1,34.2,0.41
Jerami Grant,F,DET,83,0.0,20.8,4.7,2.5,0.7,0.9,1.8,33.19,0.4
D'Angelo Russell,G,MIN,83,0.0,20.3,3.0,5.3,1.0,0.4,2.7,33.35,0.4
Ja Morant,G,MEM,85,2.0,19.0,3.6,7.4,0.8,0.2,3.2,38.22,0.4
Kevin Porter Jr.,F-G,HOU,77,1.0,15.7,3.9,6.4,1.0,0.4,3.3,32.879999999999995,0.4
Kelly Olynyk,C-F,HOU,78,1.0,13.9,7.5,2.5,1.1,0.7,1.6,32.45,0.39
