PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Damian Lillard,G,POR,94,55.0,6.0,10.0,1.0,3.0,1.0,88.2,0.94
Nikola Jokic,C,DEN,96,38.0,11.0,9.0,1.0,4.0,2.0,77.7,0.81
James Harden,G,BKN,95,34.0,10.0,10.0,2.0,2.0,1.0,72.0,0.76
Jayson Tatum,F-G,BOS,90,32.0,9.0,5.0,0.0,2.0,3.0,53.3,0.59
Michael Porter Jr.,F,DEN,85,26.0,12.0,3.0,2.0,0.0,3.0,47.9,0.56
Devin Booker,G,PHX,89,30.0,7.0,5.0,1.0,0.0,1.0,47.9,0.54
Monte Morris,G,DEN,79,28.0,3.0,5.0,1.0,0.0,0.0,42.1,0.53
CJ McCollum,G,POR,86,18.0,7.0,7.0,1.0,2.0,3.0,42.9,0.5
Robert Covington,F,POR,77,19.0,11.0,0.0,2.0,0.0,0.0,38.2,0.5
Mikal Bridges,F,PHX,83,13.0,6.0,3.0,3.0,2.0,0.0,39.7,0.48
Romeo Langford,F-G,BOS,70,17.0,1.0,2.0,2.0,2.0,0.0,33.2,0.47
Tristan Thompson,C-F,BOS,78,9.0,9.0,1.0,0.0,4.0,0.0,33.3,0.43
Kevin Durant,F,BKN,96,24.0,4.0,3.0,0.0,3.0,2.0,40.3,0.42
Aaron Gordon,F,DEN,79,14.0,10.0,4.0,0.0,1.0,3.0,32.0,0.41
Kyrie Irving,G,BKN,91,25.0,3.0,3.0,0.0,1.0,0.0,36.1,0.4
LeBron James,F-G,LAL,97,24.0,5.0,7.0,0.0,0.0,3.0,37.5,0.39
Austin Rivers,G,DEN,74,18.0,1.0,7.0,0.0,0.0,1.0,28.7,0.39
Bruce Brown,F-G,BKN,78,10.0,5.0,3.0,4.0,0.0,2.0,30.5,0.39
Marcus Smart,G,BOS,79,14.0,7.0,4.0,0.0,1.0,4.0,27.4,0.35
Jusuf Nurkic,C,POR,82,13.0,11.0,1.0,1.0,1.0,6.0,27.700000000000003,0.34
Cameron Payne,G,PHX,77,16.0,4.0,1.0,1.0,0.0,0.0,25.3,0.33
Evan Fournier,F-G,BOS,80,18.0,6.0,1.0,0.0,0.0,1.0,25.7,0.32
Talen Horton-Tucker,G,LAL,75,11.0,11.0,1.0,0.0,0.0,2.0,23.7,0.32
Chris Paul,G,PHX,89,9.0,4.0,6.0,1.0,0.0,2.0,23.8,0.27
Joe Harris,F-G,BKN,79,10.0,3.0,6.0,0.0,0.0,1.0,21.6,0.27
JaMychal Green,C-F,DEN,78,5.0,7.0,2.0,1.0,0.0,0.0,19.4,0.25
Jabari Parker,F,BOS,75,13.0,3.0,0.0,0.0,1.0,1.0,18.6,0.25
Torrey Craig,F,PHX,79,2.0,7.0,2.0,0.0,2.0,0.0,19.4,0.25
Deandre Ayton,C,PHX,85,8.0,7.0,2.0,0.0,0.0,0.0,19.4,0.23
Grant Williams,F,BOS,70,3.0,3.0,1.0,1.0,2.0,1.0,16.1,0.23
Norman Powell,G,POR,81,13.0,0.0,3.0,1.0,0.0,2.0,18.5,0.23
Cameron Johnson,F,PHX,77,11.0,3.0,0.0,1.0,0.0,1.0,16.6,0.22
Andre Drummond,C,LAL,83,7.0,13.0,0.0,0.0,0.0,4.0,18.6,0.22
Kyle Kuzma,F,LAL,77,15.0,1.0,0.0,0.0,0.0,1.0,15.2,0.2
Carmelo Anthony,F,POR,79,8.0,4.0,3.0,0.0,0.0,2.0,15.3,0.19
Nicolas Claxton,C-F,BKN,76,6.0,4.0,0.0,0.0,1.0,0.0,13.8,0.18
Payton Pritchard,G,BOS,75,3.0,4.0,4.0,0.0,0.0,1.0,12.8,0.17
Frank Kaminsky,C-F,PHX,79,3.0,3.0,4.0,0.0,0.0,0.0,12.6,0.16
Jae Crowder,F,PHX,77,9.0,0.0,2.0,0.0,0.0,0.0,12.0,0.16
Ben McLemore,G,LAL,72,0.0,6.0,1.0,1.0,0.0,1.0,10.7,0.15
Montrezl Harrell,C-F,LAL,83,9.0,3.0,0.0,0.0,0.0,0.0,12.6,0.15
Anfernee Simons,G,POR,76,6.0,3.0,1.0,0.0,0.0,0.0,11.1,0.15
Markus Howard,G,DEN,67,9.0,1.0,0.0,0.0,0.0,0.0,10.2,0.15
Blake Griffin,F,BKN,77,6.0,4.0,0.0,0.0,0.0,0.0,10.8,0.14
Wesley Matthews,F-G,LAL,73,5.0,1.0,0.0,1.0,0.0,0.0,9.2,0.13
Paul Millsap,F,DEN,79,4.0,4.0,1.0,0.0,0.0,0.0,10.3,0.13
Dario Saric,C-F,PHX,79,5.0,1.0,2.0,0.0,0.0,0.0,9.2,0.12
Markieff Morris,F,LAL,74,4.0,1.0,1.0,0.0,1.0,1.0,8.7,0.12
Marc Gasol,C,LAL,75,5.0,3.0,1.0,0.0,0.0,1.0,9.1,0.12
Landry Shamet,G,BKN,74,5.0,2.0,1.0,0.0,0.0,1.0,7.9,0.11
Tyler Johnson,G,BKN,71,3.0,4.0,0.0,0.0,0.0,1.0,6.8,0.1
Facundo Campazzo,G,DEN,74,3.0,2.0,2.0,0.0,0.0,2.0,6.4,0.09
Dennis Schroder,G,LAL,77,0.0,4.0,1.0,0.0,0.0,0.0,6.3,0.08
Kentavious Caldwell-Pope,G,LAL,75,0.0,1.0,2.0,1.0,0.0,1.0,6.2,0.08
Enes Kanter,C,POR,81,4.0,2.0,0.0,0.0,0.0,0.0,6.4,0.08
Jalen Smith,C-F,PHX,72,3.0,2.0,0.0,0.0,0.0,0.0,5.4,0.08
Rondae Hollis-Jefferson,F,POR,75,4.0,1.0,0.0,0.0,0.0,0.0,5.2,0.07
E'Twaun Moore,G,PHX,73,4.0,1.0,0.0,0.0,0.0,0.0,5.2,0.07
Langston Galloway,G,PHX,76,2.0,1.0,1.0,0.0,0.0,0.0,4.7,0.06
Alex Caruso,G,LAL,73,5.0,1.0,0.0,0.0,0.0,2.0,4.2,0.06
Jevon Carter,G,PHX,74,0.0,1.0,1.0,0.0,0.0,0.0,2.7,0.04
Shaquille Harrison,G,DEN,73,2.0,1.0,0.0,0.0,0.0,0.0,3.2,0.04
Aaron Nesmith,F-G,BOS,72,0.0,2.0,0.0,0.0,0.0,0.0,2.4,0.03
Alfonzo McKinnie,F,LAL,71,0.0,1.0,0.0,0.0,0.0,0.0,1.2,0.02
Bol Bol,C-F,DEN,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothe Luwawu-Cabarrot,F-G,BKN,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike James,G,BKN,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alize Johnson,F,BKN,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaVale McGee,C-F,DEN,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nassir Little,F-G,POR,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Jordan,C,BKN,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
