PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Giannis Antetokounmpo,F,MIL,96,28.8,11.8,5.9,1.2,1.3,3.7,55.61,0.58
Ben Simmons,F-G,PHI,88,17.5,8.2,8.7,1.8,0.8,3.6,44.59,0.51
De'Aaron Fox,G,SAC,86,23.8,3.9,7.5,1.3,0.4,3.6,41.23,0.48
Tobias Harris,F,PHI,86,22.8,8.4,3.4,0.9,1.0,2.1,41.58,0.48
Khris Middleton,F,MIL,86,22.1,5.7,6.1,1.4,0.2,2.8,40.09,0.47
Kawhi Leonard,F,LAC,96,26.0,6.0,4.9,1.6,0.5,2.1,44.75,0.47
Paul George,F,LAC,90,23.9,5.9,5.6,1.3,0.5,3.2,41.58,0.46
Ja Morant,G,MEM,86,21.8,4.0,8.6,1.1,0.2,3.5,39.9,0.46
Dejounte Murray,G,SAS,83,17.1,6.9,5.6,1.8,0.1,1.9,37.58,0.45
Jonas Valanciunas,C,MEM,82,17.3,11.7,1.8,0.6,0.9,2.2,36.34,0.44
DeMar DeRozan,F-G,SAS,87,19.6,4.4,6.8,1.0,0.3,1.7,37.28,0.43
Richaun Holmes,C-F,SAC,81,13.9,9.4,1.9,0.8,1.8,1.4,34.43,0.43
Gordon Hayward,F,CHA,85,20.9,5.2,3.5,1.2,0.4,1.9,35.29,0.42
Jrue Holiday,G,MIL,86,17.2,4.6,5.4,1.9,0.6,2.0,36.32,0.42
Draymond Green,F,GSW,80,7.7,6.3,9.1,1.6,0.7,3.1,32.71,0.41
Andrew Wiggins,F-G,GSW,79,18.5,5.2,2.5,0.8,1.0,2.1,31.79,0.4
Buddy Hield,G,SAC,77,18.1,4.9,3.2,1.0,0.3,1.9,30.78,0.4
LaMelo Ball,G,CHA,85,15.2,5.4,6.2,1.5,0.4,2.8,33.88,0.4
Terry Rozier,G,CHA,82,19.8,3.7,3.2,1.3,0.3,1.9,31.94,0.39
Tyrese Haliburton,G,SAC,83,14.5,3.9,5.3,1.5,0.6,1.8,31.63,0.38
Jordan Poole,G,GSW,72,17.4,3.3,2.2,1.1,0.0,1.1,26.86,0.37
Harrison Barnes,F,SAC,80,16.3,6.0,3.2,0.8,0.2,1.5,29.8,0.37
Dillon Brooks,F-G,MEM,76,15.7,3.1,2.7,1.2,0.4,2.1,26.17,0.34
Kyle Anderson,F-G,MEM,81,12.5,5.5,2.9,1.1,0.6,1.4,27.15,0.34
Devonte' Graham,G,CHA,78,13.0,2.9,5.1,1.0,0.0,1.4,25.73,0.33
Keldon Johnson,F-G,SAS,80,13.7,6.3,2.0,0.7,0.4,1.4,26.16,0.33
Brandon Clarke,F-G,MEM,81,11.6,5.6,1.4,1.0,0.8,0.7,25.12,0.31
Brook Lopez,C,MIL,78,11.0,5.0,0.7,0.5,1.7,0.9,23.75,0.3
Miles Bridges,F,CHA,75,10.3,5.7,1.9,0.7,0.6,1.6,22.29,0.3
Ivica Zubac,C,LAC,79,9.1,8.0,1.2,0.3,1.1,1.1,23.6,0.3
Tony Bradley,C-F,PHI,75,8.0,7.3,1.3,0.3,1.2,0.4,22.81,0.3
Lou Williams,G,LAC,80,13.0,2.4,3.9,0.9,0.1,1.8,22.93,0.29
Pat Connaughton,F-G,MIL,76,9.2,5.4,2.0,0.8,0.6,0.6,22.28,0.29
Donte DiVincenzo,G,MIL,77,10.3,4.5,2.6,1.1,0.2,1.2,22.3,0.29
Jakob Poeltl,C,SAS,78,6.4,7.0,1.5,0.6,1.4,1.1,21.95,0.28
Derrick White,G,SAS,79,11.0,1.7,3.3,0.9,0.8,1.1,21.99,0.28
Bobby Portis,F,MIL,80,10.2,6.2,1.1,0.8,0.5,0.8,22.39,0.28
Shake Milton,F-G,PHI,78,13.6,2.5,2.9,0.7,0.2,1.6,22.05,0.28
Justise Winslow,F-G,MEM,77,9.2,5.5,2.0,0.4,0.8,1.5,20.9,0.27
Danny Green,F-G,PHI,75,8.5,3.7,1.7,1.2,0.7,1.2,19.99,0.27
De'Anthony Melton,G,MEM,77,8.9,2.8,2.5,1.1,0.6,1.1,20.01,0.26
Kent Bazemore,F-G,GSW,76,8.1,3.7,2.6,1.2,0.4,1.4,19.84,0.26
Dwight Howard,C-F,PHI,79,7.2,7.9,0.8,0.4,1.1,1.7,20.68,0.26
Rudy Gay,F-G,SAS,78,10.1,4.8,1.4,0.7,0.4,1.1,20.16,0.26
Grayson Allen,G,MEM,76,10.1,3.2,2.1,0.9,0.1,1.1,18.99,0.25
Reggie Jackson,G,LAC,77,9.7,2.7,3.1,0.6,0.1,1.2,18.49,0.24
Malik Monk,G,CHA,79,13.1,3.0,1.8,0.3,0.1,1.3,19.3,0.24
Cory Joseph,G,SAC,71,6.6,2.0,2.7,1.1,0.1,1.3,15.35,0.22
Hassan Whiteside,C,SAC,81,6.7,5.4,0.6,0.4,1.3,1.0,18.18,0.22
Kevon Looney,F,GSW,76,5.8,5.8,1.7,0.4,0.4,1.0,16.71,0.22
P.J. Tucker,F,MIL,74,4.8,4.9,1.3,0.9,0.6,1.1,16.03,0.22
