PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Darius Garland,G,CLE,77,37.0,1.0,7.0,2.0,1.0,1.0,56.7,0.74
Julius Randle,C-F,NYK,87,19.0,15.0,12.0,1.0,1.0,5.0,56.0,0.64
Devin Booker,G,PHX,88,36.0,6.0,6.0,1.0,0.0,2.0,53.2,0.6
Kyrie Irving,G,BKN,91,40.0,2.0,7.0,1.0,0.0,2.0,53.9,0.59
Chris Paul,G,PHX,88,19.0,5.0,11.0,4.0,0.0,2.0,51.5,0.59
Dorian Finney-Smith,F,DAL,74,23.0,6.0,4.0,1.0,1.0,0.0,42.2,0.57
Deandre Ayton,C,PHX,84,27.0,11.0,1.0,0.0,2.0,2.0,45.7,0.54
Luka Doncic,F-G,DAL,93,31.0,9.0,8.0,0.0,0.0,4.0,49.8,0.54
Mike Conley,G,UTA,85,28.0,3.0,7.0,1.0,0.0,0.0,45.1,0.53
Kevin Porter Jr.,F-G,HOU,75,20.0,9.0,8.0,0.0,0.0,3.0,39.8,0.53
Killian Hayes,G,DET,73,9.0,3.0,7.0,4.0,2.0,3.0,38.1,0.52
Isaiah Hartenstein,C-F,CLE,74,16.0,12.0,3.0,0.0,1.0,0.0,37.9,0.51
Taurean Prince,F,CLE,73,14.0,7.0,2.0,1.0,2.0,0.0,34.4,0.47
Svi Mykhailiuk,F-G,OKC,74,17.0,3.0,2.0,4.0,0.0,1.0,34.6,0.47
Rudy Gobert,C,UTA,88,14.0,15.0,2.0,0.0,2.0,1.0,40.0,0.45
Jerami Grant,F,DET,83,21.0,5.0,5.0,1.0,0.0,1.0,36.5,0.44
Isaiah Stewart,C-F,DET,76,12.0,6.0,0.0,1.0,4.0,1.0,33.2,0.44
Jae'Sean Tate,F,HOU,77,18.0,7.0,5.0,1.0,0.0,4.0,32.9,0.43
Mikal Bridges,F,PHX,83,20.0,1.0,3.0,2.0,1.0,0.0,34.7,0.42
Joe Harris,F-G,BKN,79,16.0,8.0,2.0,2.0,0.0,2.0,32.6,0.41
Collin Sexton,G,CLE,83,22.0,3.0,5.0,0.0,0.0,0.0,33.1,0.4
Hamidou Diallo,G,DET,77,11.0,8.0,4.0,1.0,1.0,2.0,30.6,0.4
Jeff Green,F,BKN,76,23.0,4.0,1.0,0.0,1.0,2.0,30.299999999999997,0.4
Kenyon Martin Jr.,F,HOU,67,13.0,3.0,3.0,0.0,2.0,1.0,26.1,0.39
Reggie Bullock,F-G,NYK,73,21.0,3.0,2.0,0.0,0.0,0.0,27.6,0.38
Kelly Olynyk,C-F,HOU,74,21.0,4.0,1.0,2.0,0.0,5.0,28.299999999999997,0.38
Jalen Brunson,G,DAL,80,20.0,4.0,3.0,0.0,0.0,0.0,29.3,0.37
Aleksej Pokusevski,C,OKC,71,19.0,4.0,0.0,0.0,2.0,4.0,25.8,0.36
Derrick White,G,SAS,79,13.0,3.0,6.0,1.0,0.0,0.0,28.6,0.36
Tony Bradley,C-F,OKC,75,9.0,9.0,2.0,0.0,1.0,1.0,24.799999999999997,0.33
Kevin Love,C-F,CLE,82,9.0,8.0,3.0,2.0,0.0,2.0,27.1,0.33
Moses Brown,C,OKC,67,11.0,5.0,0.0,0.0,2.0,1.0,22.0,0.33
Josh Richardson,F-G,DAL,78,17.0,5.0,2.0,0.0,0.0,1.0,25.0,0.32
Donovan Mitchell,G,UTA,88,16.0,5.0,4.0,0.0,0.0,0.0,28.0,0.32
Sterling Brown,F-G,HOU,74,16.0,3.0,2.0,1.0,0.0,2.0,23.6,0.32
Timothe Luwawu-Cabarrot,F-G,BKN,72,9.0,3.0,3.0,1.0,1.0,0.0,23.1,0.32
Josh Jackson,F-G,DET,76,14.0,5.0,2.0,1.0,0.0,2.0,24.0,0.32
DeMar DeRozan,F-G,SAS,87,20.0,4.0,2.0,0.0,0.0,1.0,26.8,0.31
Keldon Johnson,F-G,SAS,80,13.0,10.0,1.0,0.0,0.0,2.0,24.5,0.31
LaMarcus Aldridge,C-F,BKN,81,8.0,6.0,2.0,1.0,2.0,2.0,25.2,0.31
Derrick Rose,G,NYK,81,16.0,1.0,3.0,1.0,0.0,0.0,24.7,0.3
Taj Gibson,F,NYK,75,6.0,6.0,1.0,3.0,0.0,1.0,22.7,0.3
Christian Wood,F,HOU,85,23.0,3.0,0.0,0.0,0.0,1.0,25.6,0.3
Saben Lee,G,DET,75,8.0,4.0,6.0,1.0,0.0,2.0,22.8,0.3
Luka Samanic,F,SAS,72,8.0,6.0,5.0,0.0,0.0,2.0,20.7,0.29
D.J. Augustin,G,HOU,73,11.0,1.0,6.0,0.0,0.0,0.0,21.2,0.29
