PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Giannis Antetokounmpo,F,MIL,96,34.0,11.0,4.0,0.0,2.0,5.0,54.2,0.56
Blake Griffin,F,BKN,77,18.0,14.0,3.0,2.0,0.0,3.0,42.3,0.55
Kevin Durant,F,BKN,96,29.0,10.0,3.0,1.0,2.0,3.0,51.5,0.54
Kyrie Irving,G,BKN,91,25.0,5.0,8.0,1.0,1.0,1.0,48.0,0.53
Jrue Holiday,G,MIL,86,17.0,9.0,6.0,0.0,0.0,3.0,33.8,0.39
Khris Middleton,F,MIL,85,13.0,13.0,4.0,0.0,0.0,2.0,32.6,0.38
Mike James,G,BKN,71,12.0,7.0,3.0,0.0,0.0,0.0,24.9,0.35
Joe Harris,F-G,BKN,79,19.0,2.0,2.0,1.0,0.0,1.0,26.4,0.33
Brook Lopez,C,MIL,79,19.0,5.0,1.0,0.0,0.0,1.0,25.5,0.32
Bruce Brown,F-G,BKN,78,6.0,4.0,3.0,1.0,2.0,0.0,24.3,0.31
P.J. Tucker,F,MIL,74,7.0,4.0,1.0,2.0,0.0,1.0,18.3,0.25
Bobby Portis,F,MIL,81,6.0,7.0,0.0,1.0,0.0,1.0,16.4,0.2
Pat Connaughton,G,MIL,73,3.0,4.0,1.0,1.0,1.0,1.0,14.3,0.2
Nicolas Claxton,C-F,BKN,76,4.0,3.0,1.0,1.0,1.0,0.0,15.1,0.2
Bryn Forbes,G,MIL,76,5.0,2.0,1.0,0.0,0.0,0.0,8.9,0.12
Thanasis Antetokounmpo,F,MIL,73,1.0,2.0,2.0,0.0,0.0,0.0,6.4,0.09
Landry Shamet,G,BKN,74,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.07
Jeff Teague,G,MIL,74,2.0,1.0,1.0,0.0,0.0,0.0,4.7,0.06
Alize Johnson,F,BKN,74,0.0,1.0,0.0,0.0,0.0,0.0,1.2,0.02
James Harden,G,BKN,95,0.0,1.0,0.0,0.0,0.0,0.0,1.2,0.01
Chris Chiozza,G,BKN,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Perry,C-F,BKN,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Nwora,F,MIL,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothe Luwawu-Cabarrot,F-G,BKN,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Toupane,F-G,MIL,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Jordan,C,BKN,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamadi Diakite,F,MIL,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Johnson,G,BKN,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Merrill,G,MIL,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
