PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Danny Green,F-G,PHI,75,0.0,9.7,3.9,1.7,1.3,0.8,1.0,22.23,0.3
Dorian Finney-Smith,F,DAL,73,0.0,10.1,5.5,1.4,0.9,0.4,0.7,22.0,0.3
Josh Richardson,F-G,DAL,77,0.0,12.3,3.5,2.7,0.9,0.4,1.3,23.15,0.3
Trevor Ariza,F,MIA,73,0.0,9.1,4.9,1.8,0.8,0.6,0.8,21.08,0.29
Tim Hardaway Jr.,F-G,DAL,80,0.0,15.2,3.2,1.8,0.5,0.2,1.0,22.84,0.29
Maurice Harkless,F-G,SAC,72,0.0,7.8,4.0,1.6,1.2,0.8,0.8,20.2,0.28
Rudy Gay,F-G,SAS,79,0.0,11.0,4.9,1.4,0.7,0.6,1.0,21.88,0.28
Seth Curry,G,PHI,76,0.0,12.3,2.4,2.7,0.7,0.2,1.2,20.73,0.27
Duncan Robinson,F,MIA,75,0.0,12.9,3.4,1.7,0.5,0.2,1.1,20.53,0.27
Carmelo Anthony,F,POR,79,0.0,12.1,3.0,1.4,0.7,0.5,1.0,20.4,0.26
Tristan Thompson,C-F,BOS,78,0.0,8.0,7.4,1.0,0.4,0.6,1.1,20.28,0.26
Payton Pritchard,G,BOS,74,0.0,10.3,3.2,2.2,0.9,0.1,1.1,19.34,0.26
Reggie Bullock,F-G,NYK,73,0.0,10.6,3.2,1.4,0.8,0.2,0.7,18.84,0.26
Enes Kanter,C,POR,81,1.0,8.6,7.7,0.8,0.3,0.6,0.8,22.94,0.26
Maxi Kleber,F,DAL,75,0.0,7.4,5.4,1.3,0.5,0.7,0.6,18.83,0.25
D.J. Wilson,F,HOU,72,0.0,7.0,4.4,0.9,0.9,0.9,0.9,18.13,0.25
Elfrid Payton,G,NYK,76,0.0,9.3,3.0,3.0,0.8,0.2,1.6,18.8,0.25
Jalen Brunson,G,DAL,81,0.0,10.0,3.0,2.7,0.5,0.1,1.1,18.35,0.23
Cody Martin,F,CHA,74,0.0,5.7,4.1,2.3,1.0,0.4,1.1,17.17,0.23
Alec Burks,G,NYK,78,0.0,10.0,3.5,1.6,0.5,0.3,0.9,18.1,0.23
Taj Gibson,F,NYK,75,0.0,5.2,5.4,0.7,0.7,1.0,0.6,17.23,0.23
Malachi Flynn,G,TOR,71,0.0,6.3,2.2,2.8,1.0,0.3,1.0,16.04,0.23
