PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Joel Embiid,C-F,PHI,95,0.0,29.5,11.4,3.1,0.9,1.5,3.1,51.93,0.55
Luka Doncic,F-G,DAL,94,1.0,28.1,8.0,8.6,1.0,0.6,4.2,53.2,0.54
Christian Wood,F,HOU,84,1.0,24.0,10.6,1.6,1.0,1.6,2.2,46.72,0.53
Julius Randle,C-F,NYK,87,4.0,24.1,9.8,5.9,1.1,0.3,3.4,53.51,0.52
Jimmy Butler,F,MIA,91,2.0,21.8,6.6,7.1,2.1,0.4,2.3,49.57,0.5
Jayson Tatum,F-G,BOS,89,4.0,25.7,6.9,4.4,1.1,0.4,2.7,50.38,0.48
Damian Lillard,G,POR,94,1.0,28.5,4.2,7.4,1.0,0.3,3.1,47.44,0.48
Fred VanVleet,G,TOR,84,2.0,20.1,4.2,6.0,1.7,0.7,1.9,43.44,0.47
Bam Adebayo,C-F,MIA,88,2.0,18.1,9.4,5.2,1.1,1.2,2.7,45.38,0.47
Ben Simmons,F-G,PHI,86,0.0,14.7,7.7,7.3,1.6,0.7,3.3,38.49,0.45
Kevin Porter Jr.,F-G,HOU,77,2.0,18.2,4.5,7.0,1.1,0.3,3.9,38.4,0.45
Pascal Siakam,F,TOR,83,2.0,19.9,6.7,4.4,1.1,0.6,2.2,41.44,0.45
DeMar DeRozan,F-G,SAS,87,3.0,21.1,4.4,6.6,1.0,0.3,2.0,44.18,0.44
Kelly Olynyk,C-F,HOU,78,2.0,16.0,8.4,2.6,1.2,0.9,2.1,38.18,0.44
Jaylen Brown,F-G,BOS,88,3.0,24.0,5.7,3.8,1.3,0.5,2.8,45.14,0.44
Deandre Ayton,C,PHX,84,0.0,16.4,11.5,1.3,0.7,1.2,1.9,35.95,0.43
Chris Paul,G,PHX,88,1.0,16.6,4.6,8.5,1.6,0.2,2.2,40.07,0.43
Jusuf Nurkic,C,POR,80,1.0,12.3,9.2,3.8,1.2,1.3,2.3,36.24,0.43
Tyrese Haliburton,G,SAC,82,1.0,16.5,4.1,5.9,1.7,0.7,1.9,37.57,0.43
Devin Booker,G,PHX,89,3.0,25.5,4.2,4.9,1.0,0.3,3.2,44.59,0.43
Terry Rozier,G,CHA,82,1.0,20.5,4.1,3.9,1.2,0.4,2.0,36.07,0.42
Marcus Smart,G,BOS,80,0.0,15.8,4.0,5.8,1.8,0.4,2.1,33.8,0.42
Tobias Harris,F,PHI,87,0.0,19.7,7.0,3.4,0.9,0.9,1.8,36.8,0.42
RJ Barrett,F-G,NYK,80,1.0,19.1,6.2,3.2,0.8,0.3,2.2,34.44,0.41
Jae'Sean Tate,F,HOU,78,0.0,14.0,6.7,2.8,1.7,0.7,1.7,31.74,0.41
Kyle Lowry,G,TOR,83,0.0,16.3,4.8,6.8,1.0,0.3,2.8,33.36,0.4
Jakob Poeltl,C,SAS,78,1.0,9.9,9.6,2.1,0.8,2.0,1.6,33.370000000000005,0.4
Andre Drummond,C,LAL,83,0.0,13.5,10.4,1.9,1.4,0.9,2.4,33.33,0.4
Evan Fournier,F-G,BOS,81,0.0,20.4,3.3,3.9,1.2,0.4,2.3,32.71,0.4
Richaun Holmes,C-F,SAC,82,1.0,13.7,9.0,1.5,0.6,1.6,1.3,34.05,0.39
OG Anunoby,F,TOR,79,0.0,15.4,5.9,2.0,1.5,0.6,1.8,29.98,0.38
Miles Bridges,F,CHA,75,2.0,13.8,7.0,2.3,0.8,0.9,1.9,32.85,0.38
Khem Birch,C,TOR,76,1.0,9.7,8.3,1.7,1.2,1.2,0.8,30.61,0.38
Moses Brown,C,OKC,77,1.0,11.0,10.1,0.4,0.7,1.4,1.4,30.62,0.37
Norman Powell,"['G', 'G']",POR,82,0.0,20.1,3.6,2.1,1.3,0.2,2.0,30.07,0.37
Nerlens Noel,C-F,NYK,78,0.0,7.0,8.5,1.1,1.1,2.4,1.4,27.95,0.36
Buddy Hield,G,SAC,77,0.0,16.6,4.4,2.7,0.8,0.4,1.7,27.83,0.36
Robert Covington,F,POR,77,1.0,10.0,7.0,1.7,1.5,1.2,1.2,29.85,0.36
Keldon Johnson,F-G,SAS,80,0.0,14.7,7.4,2.0,0.7,0.4,1.4,28.48,0.36
Darius Bazley,F-G,OKC,76,0.0,13.9,7.3,1.7,0.6,0.6,2.0,26.81,0.35
Goran Dragic,G,MIA,78,0.0,14.4,3.6,5.0,0.9,0.2,2.6,26.92,0.35
Derrick Rose,G,NYK,81,0.0,15.1,2.8,4.3,1.2,0.4,1.8,27.91,0.34
Kendrick Nunn,G,MIA,76,0.0,14.7,3.6,2.9,1.0,0.3,1.5,25.77,0.34
Delon Wright,G,SAC,77,0.0,10.5,4.2,4.4,1.5,0.4,1.3,26.54,0.34
Mikal Bridges,F,PHX,83,1.0,13.9,4.8,2.3,1.0,0.9,0.9,29.91,0.34
Theo Maledon,G,OKC,75,0.0,11.6,4.2,4.3,1.0,0.1,2.4,23.99,0.32
LaMelo Ball,G,CHA,85,0.0,12.2,4.2,4.7,1.1,0.3,2.1,26.39,0.31
Torrey Craig,F,PHX,75,0.0,7.9,6.4,1.8,1.2,0.7,1.0,22.98,0.31
Marvin Bagley III,F,SAC,80,0.0,12.5,6.7,0.9,0.5,0.5,1.2,23.69,0.3
