PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Luka Doncic,F-G,DAL,93,28.0,8.4,9.2,1.0,0.6,4.1,52.58,0.57
James Harden,G,BKN,95,28.3,7.5,9.9,1.2,0.7,4.2,53.65,0.56
Russell Westbrook,G,WAS,86,20.4,8.3,10.1,1.3,0.4,4.3,46.31,0.54
Julius Randle,C-F,NYK,87,23.1,10.7,5.4,0.8,0.3,3.3,44.04,0.51
Bradley Beal,G,WAS,90,30.4,5.1,4.8,1.4,0.4,3.1,46.02,0.51
Damian Lillard,G,POR,94,29.7,4.3,7.7,1.0,0.3,3.1,47.21,0.5
Kyrie Irving,G,BKN,91,27.8,4.8,5.8,1.2,0.6,2.4,45.26,0.5
Zach LaVine,F-G,CHI,88,27.3,4.9,5.4,1.1,0.4,3.8,41.98,0.48
Fred VanVleet,G,TOR,85,20.4,4.3,6.5,1.6,0.7,2.1,40.11,0.47
Tobias Harris,F,PHI,86,21.9,8.3,3.4,0.9,1.0,2.1,40.56,0.47
Pascal Siakam,F,TOR,84,20.0,7.1,4.4,1.2,0.7,2.3,38.52,0.46
Jerami Grant,F,DET,83,23.7,5.9,2.8,0.7,1.0,1.9,38.18,0.46
Enes Kanter,C,POR,80,14.8,12.8,1.4,0.6,1.0,1.4,35.66,0.45
Kristaps Porzingis,C-F,DAL,86,20.7,8.5,1.5,0.5,1.5,1.4,37.75,0.44
Kyle Lowry,G,TOR,84,17.9,5.1,7.3,1.2,0.2,2.9,36.27,0.43
Chris Boucher,C-F,TOR,80,16.2,7.8,1.2,0.7,2.0,1.0,34.46,0.43
Chris Paul,G,PHX,88,16.1,4.8,8.3,1.3,0.3,2.5,36.61,0.42
Collin Sexton,G,CLE,83,23.1,2.9,4.0,1.1,0.1,2.8,33.38,0.4
Jarrett Allen,C,CLE,84,12.8,9.5,1.6,0.5,1.7,1.6,31.6,0.38
Devin Booker,G,PHX,88,22.6,3.6,4.2,0.9,0.2,3.1,33.42,0.38
Deandre Ayton,C,PHX,84,13.8,10.6,1.5,0.4,1.2,1.8,31.77,0.38
Mason Plumlee,C-F,DET,80,10.5,8.8,3.5,0.8,0.9,2.0,29.41,0.37
Norman Powell,"['G', 'G']",TOR,81,19.8,3.5,2.1,1.3,0.2,1.8,29.85,0.37
OG Anunoby,F,TOR,78,13.5,5.9,1.6,1.6,0.8,1.6,28.58,0.37
Darius Garland,G,CLE,77,15.3,2.3,5.7,1.2,0.1,2.8,27.71,0.36
RJ Barrett,F-G,NYK,79,16.5,5.8,2.8,0.7,0.2,1.9,28.46,0.36
Robert Covington,F,POR,77,9.5,6.6,1.9,1.7,1.1,1.3,27.37,0.36
DeAndre Jordan,C,BKN,79,9.5,9.7,2.0,0.4,1.7,1.9,28.54,0.36
Delon Wright,G,DET,77,11.0,4.4,4.7,1.5,0.4,1.3,27.73,0.36
Lauri Markkanen,C-F,CHI,83,19.0,5.9,0.9,0.6,0.4,1.7,28.73,0.35
Thaddeus Young,F,CHI,80,11.3,5.5,4.2,1.3,0.5,1.9,27.7,0.35
Dennis Schroder,G,LAL,77,14.1,3.5,4.2,1.0,0.3,2.3,26.2,0.34
Larry Nance Jr.,C-F,CLE,78,8.9,6.0,2.8,1.7,0.5,1.4,25.5,0.33
Josh Jackson,F-G,DET,76,13.0,4.4,2.0,0.9,0.9,2.2,24.48,0.32
Dario Saric,C-F,PHX,79,14.5,5.1,1.5,0.9,0.3,1.7,24.77,0.31
Alex Len,C,WAS,75,9.0,5.4,1.2,0.6,1.8,1.4,23.08,0.31
Gary Trent Jr.,F-G,POR,78,16.6,2.5,1.6,0.9,0.1,0.8,24.2,0.31
Montrezl Harrell,C-F,LAL,82,12.7,6.3,1.0,0.6,0.8,1.0,24.96,0.3
Mikal Bridges,F,PHX,83,12.4,4.5,2.0,0.7,0.8,0.8,24.5,0.3
Tony Bradley,C-F,PHI,75,7.8,7.3,1.2,0.4,1.2,0.4,22.76,0.3
Joe Harris,F-G,BKN,79,15.1,3.8,1.7,0.6,0.2,0.9,23.71,0.3
Kyle Kuzma,F,LAL,76,11.8,6.3,1.1,0.4,0.6,1.5,22.51,0.3
Josh Richardson,F-G,DAL,78,13.3,3.2,2.6,0.9,0.3,1.4,23.24,0.3
Tim Hardaway Jr.,F-G,DAL,79,15.8,3.3,1.7,0.6,0.2,1.0,23.71,0.3
Rui Hachimura,F,WAS,77,12.7,5.4,1.7,0.7,0.1,1.0,23.13,0.3
Coby White,G,CHI,79,13.1,3.8,3.8,0.3,0.1,1.8,22.76,0.29
Carmelo Anthony,F,POR,79,13.3,3.3,1.4,0.8,0.7,1.0,22.86,0.29
Jalen Brunson,G,DAL,80,12.8,3.4,3.3,0.6,0.0,1.3,22.33,0.28
Maxi Kleber,F,DAL,75,8.5,5.5,1.4,0.5,0.9,0.7,20.7,0.28
Shake Milton,F-G,PHI,78,13.3,2.5,2.9,0.7,0.2,1.5,21.85,0.28
Deni Avdija,F,WAS,74,8.4,5.9,1.7,0.8,0.3,1.1,20.23,0.27
Alec Burks,G,NYK,77,11.2,3.9,2.0,0.7,0.2,1.1,20.48,0.27
Nerlens Noel,C-F,NYK,77,5.3,6.2,0.8,0.9,1.8,1.3,20.74,0.27
Danny Green,F-G,PHI,75,8.3,3.6,1.7,1.2,0.7,1.1,19.77,0.26
Wendell Carter Jr.,C-F,CHI,80,8.9,6.1,1.6,0.6,0.6,1.4,20.82,0.26
Dwight Howard,C-F,PHI,79,7.1,8.1,0.7,0.4,1.1,1.8,20.57,0.26
Dorian Finney-Smith,F,DAL,74,8.2,4.9,1.3,0.8,0.4,0.6,19.03,0.26
Saddiq Bey,F,DET,78,11.9,4.3,1.3,0.7,0.1,0.8,20.61,0.26
Markieff Morris,F,LAL,74,7.3,5.7,1.6,0.5,0.5,1.0,18.54,0.25
Patrick Williams,F,CHI,76,9.1,4.2,1.2,0.7,0.7,1.5,18.64,0.25
Isaiah Stewart,C-F,DET,76,6.4,6.5,0.8,0.6,1.0,1.0,19.2,0.25
Nicolas Claxton,C-F,BKN,74,7.2,3.6,0.9,0.9,1.2,0.6,18.57,0.25
Derrick Jones Jr.,F-G,POR,76,8.3,4.6,0.9,0.7,0.9,0.7,19.27,0.25
Isaac Okoro,F-G,CLE,73,8.5,2.9,2.0,1.1,0.5,1.5,18.28,0.25
Jae Crowder,F,PHX,77,9.5,4.0,1.8,0.6,0.2,0.7,18.7,0.24
Raul Neto,G,WAS,76,8.5,2.6,2.4,1.2,0.1,0.9,18.22,0.24
