PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,9.0,23.5,12.3,10.4,1.5,0.4,4.8,72.75999999999999,0.62
Giannis Antetokounmpo,F,MIL,96,1.0,28.2,11.5,5.9,1.1,1.3,3.6,56.45,0.57
Stephen Curry,G,GSW,96,0.0,32.4,5.7,6.5,1.4,0.2,3.4,50.39,0.52
Bradley Beal,G,WAS,90,0.0,30.1,4.7,5.0,1.2,0.4,3.4,44.64,0.5
Brandon Goodwin,G,ATL,70,0.0,15.6,4.9,6.1,1.2,0.2,2.2,32.63,0.47
Darius Garland,G,CLE,79,1.0,22.5,2.7,6.3,1.3,0.1,3.1,38.29,0.46
Jarrett Allen,C,CLE,84,0.0,14.8,10.9,1.7,0.6,1.8,1.5,36.13,0.43
Malcolm Brogdon,G,IND,84,2.0,20.6,4.6,5.8,0.9,0.2,2.1,40.02,0.43
Andrew Wiggins,F-G,GSW,80,1.0,19.8,5.1,2.5,1.0,1.0,2.0,35.67,0.42
Draymond Green,F,GSW,80,1.0,7.6,6.8,8.7,1.8,0.8,3.1,35.51,0.42
Khris Middleton,F,MIL,85,0.0,19.1,5.4,5.4,1.1,0.2,2.6,34.98,0.41
Caris LeVert,G,IND,83,3.0,18.2,4.4,4.7,1.4,0.5,2.1,40.13,0.41
Kevin Love,C-F,CLE,80,0.0,17.5,7.5,2.9,0.8,0.4,1.9,32.55,0.41
Jrue Holiday,G,MIL,87,2.0,18.0,4.4,5.4,1.6,0.5,2.2,39.48,0.41
Bogdan Bogdanovic,G,ATL,79,4.0,17.8,4.5,3.6,1.0,0.3,1.3,39.2,0.39
John Collins,C-F,ATL,85,1.0,17.2,7.4,1.3,0.5,1.2,1.2,33.93,0.38
Harrison Barnes,F,SAC,80,0.0,16.6,6.3,3.4,0.7,0.2,1.6,30.36,0.38
Buddy Hield,G,SAC,77,0.0,16.9,4.3,2.8,0.8,0.4,1.8,28.06,0.36
Tyrese Haliburton,G,SAC,82,0.0,13.6,3.4,5.0,1.3,0.5,1.7,28.88,0.35
Jordan Poole,G,GSW,77,0.0,16.4,2.4,2.9,0.9,0.1,1.4,25.23,0.33
Raul Neto,G,WAS,75,0.0,11.0,3.6,3.1,1.5,0.2,1.1,23.97,0.32
Kevon Looney,F,GSW,77,0.0,7.7,8.0,2.9,0.8,0.6,1.1,24.75,0.32
Chuma Okeke,F,ORL,76,0.0,9.6,5.0,2.7,1.2,0.7,1.0,24.35,0.32
T.J. McConnell,G,IND,78,0.0,7.8,3.5,6.2,1.6,0.3,1.9,25.1,0.32
Larry Nance Jr.,C-F,CLE,77,0.0,8.4,5.6,2.9,1.5,0.4,1.4,23.77,0.31
Brook Lopez,C,MIL,79,0.0,11.9,5.2,0.7,0.6,1.5,0.9,24.59,0.31
Cole Anthony,G,ORL,74,0.0,10.9,4.2,3.7,0.6,0.4,1.8,22.69,0.31
Donte DiVincenzo,G,MIL,77,0.0,10.4,4.9,2.9,1.2,0.2,1.4,23.43,0.3
Daniel Gafford,C-F,WAS,78,0.0,8.8,5.8,0.8,0.6,1.8,1.2,22.96,0.29
Danilo Gallinari,F,ATL,80,0.0,14.7,4.3,1.5,0.6,0.2,1.0,23.51,0.29
Justin Holiday,F-G,IND,75,0.0,11.0,3.8,1.6,1.2,0.4,0.8,21.96,0.29
Isaiah Hartenstein,C-F,CLE,76,1.0,7.0,6.1,1.7,0.7,1.2,1.2,23.37,0.28
Lou Williams,G,ATL,80,0.0,12.9,2.2,3.6,0.9,0.1,1.7,22.24,0.28
Doug McDermott,F,IND,77,0.0,13.8,3.7,1.5,0.3,0.1,1.0,20.69,0.27
Bobby Portis,F,MIL,81,0.0,10.6,6.3,1.0,0.7,0.4,0.9,22.06,0.27
Mychal Mulder,G,GSW,71,0.0,11.0,3.0,1.0,0.6,0.6,0.6,19.1,0.27
Davis Bertans,F,WAS,77,0.0,13.2,3.3,1.2,0.7,0.2,0.7,20.96,0.27
Isaac Okoro,F-G,CLE,73,0.0,8.9,3.0,1.8,1.0,0.4,1.4,18.0,0.25
Gary Harris,G,ORL,73,0.0,9.8,2.4,1.8,0.8,0.3,0.9,17.78,0.24
Maurice Harkless,F-G,SAC,72,0.0,6.2,3.4,1.6,1.0,0.8,0.8,17.28,0.24
Oshae Brissett,F-G,IND,67,1.0,9.2,2.2,1.0,0.6,0.6,0.8,18.14,0.24
