PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Damian Lillard,G,POR,94,5,0.0,23.2,3.2,6.6,0.8,0.2,3.4,36.54,0.39
Buddy Hield,G,SAC,77,7,0.0,17.0,4.14,2.71,0.86,0.71,1.57,29.19,0.38
Dillon Brooks,F-G,MEM,76,7,0.0,18.71,3.29,2.29,0.86,0.29,1.71,27.8,0.37
P.J. Washington,F,CHA,80,5,0.0,16.8,4.0,1.4,0.8,1.4,1.0,29.3,0.37
Harrison Barnes,F,SAC,80,8,0.0,17.25,6.12,2.88,0.62,0.12,1.88,29.29,0.37
Danilo Gallinari,F,ATL,80,2,0.0,18.5,5.5,1.0,1.0,0.0,0.5,29.1,0.36
De'Anthony Melton,G,MEM,77,3,1.0,13.33,2.67,2.33,2.0,0.67,0.67,29.37,0.36
Enes Kanter,C,POR,81,8,1.0,12.12,11.0,1.25,0.25,0.5,1.38,30.08,0.35
T.J. McConnell,G,IND,78,8,0.0,10.62,3.75,5.5,1.62,0.12,1.5,27.12,0.35
Daniel Gafford,C-F,WAS,78,8,0.0,11.0,6.38,0.5,0.62,1.88,0.75,26.15,0.34
Kevin Love,C-F,CLE,80,8,0.0,14.38,7.25,2.5,0.38,0.12,1.0,27.32,0.34
Devonte' Graham,G,CHA,78,6,0.0,13.83,2.0,6.67,0.33,0.17,1.5,26.23,0.34
Landry Shamet,G,BKN,71,8,0.0,15.75,1.75,3.25,0.75,0.0,1.38,23.6,0.33
Norman Powell,"['G', 'G']",POR,82,8,0.0,17.25,2.62,2.38,1.25,0.38,2.12,26.71,0.33
Bobby Portis,F,MIL,81,8,0.0,13.12,7.38,1.5,0.75,0.62,1.38,26.98,0.33
Brook Lopez,C,MIL,79,7,0.0,14.57,5.71,0.43,0.57,1.0,0.71,26.07,0.33
DeAndre Jordan,C,BKN,79,6,0.0,9.33,9.17,2.17,0.33,1.17,1.67,26.42,0.33
Jalen McDaniels,C-F,CHA,70,8,0.0,10.38,4.62,1.88,1.5,0.38,1.88,22.49,0.32
Chuma Okeke,F,ORL,76,7,0.0,8.86,4.43,2.86,1.29,0.86,0.71,24.17,0.32
Juan Toscano-Anderson,F,GSW,74,6,1.0,8.17,5.67,3.5,0.83,0.33,1.0,24.72,0.31
Mo Bamba,C,ORL,75,6,0.0,10.83,6.83,0.83,0.0,1.33,1.17,23.12,0.31
Jarrett Allen,C,CLE,84,6,0.0,11.67,9.33,1.0,0.5,0.5,1.67,25.7,0.31
Davis Bertans,F,WAS,77,5,0.0,15.6,3.8,1.0,0.4,0.4,0.2,23.86,0.31
Isaiah Hartenstein,C-F,CLE,76,8,1.0,8.5,5.38,2.0,0.88,1.5,2.0,25.08,0.3
Donte DiVincenzo,G,MIL,77,5,0.0,10.0,6.2,3.8,0.6,0.0,1.6,23.34,0.3
Grayson Allen,G,MEM,77,8,0.0,13.88,3.62,2.38,1.0,0.0,1.38,23.41,0.3
Jordan Poole,G,GSW,77,8,0.0,13.88,1.25,2.25,1.25,0.38,1.25,22.38,0.29
Maurice Harkless,F-G,SAC,72,8,0.0,8.75,3.5,1.25,1.5,0.88,0.75,21.2,0.29
Jeff Green,F,BKN,76,8,0.0,11.0,3.38,2.88,0.38,0.75,1.0,21.74,0.29
Xavier Tillman,F,MEM,76,8,0.0,10.25,5.5,1.0,1.0,0.5,0.5,22.35,0.29
Oshae Brissett,F-G,IND,67,5,1.0,10.0,3.6,0.4,0.6,0.8,0.4,20.72,0.28
Robert Covington,F,POR,77,8,1.0,6.62,5.88,1.88,1.0,1.0,1.0,23.49,0.28
John Collins,C-F,ATL,85,4,1.0,14.25,7.0,1.0,0.0,0.5,2.0,25.65,0.28
Mikal Bridges,F,PHX,83,8,1.0,11.88,2.75,1.75,1.25,0.75,0.62,25.18,0.28
Tyrese Haliburton,G,SAC,82,8,0.0,10.0,1.38,5.0,1.62,0.12,1.38,23.02,0.28
Tristan Thompson,C-F,BOS,78,8,0.0,8.12,7.12,1.62,0.62,0.88,1.62,21.99,0.28
Blake Griffin,F,BKN,78,7,0.0,8.71,4.57,2.71,0.86,0.57,1.57,20.99,0.27
Carmelo Anthony,F,POR,79,8,0.0,14.5,3.12,1.25,0.38,0.38,1.0,21.38,0.27
Kevon Looney,F,GSW,77,8,0.0,4.75,9.0,2.5,0.25,0.25,0.88,19.92,0.26
Raul Neto,G,WAS,75,8,0.0,10.12,2.62,2.25,1.38,0.0,1.38,19.4,0.26
Isaac Okoro,F-G,CLE,73,8,0.0,8.0,3.0,2.12,1.0,0.38,0.62,18.29,0.25
