PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
James Harden,G,BKN,95,44.0,14.0,8.0,1.0,0.0,3.0,72.8,0.77
Khem Birch,C,ORL,76,14.0,15.0,4.0,4.0,2.0,0.0,56.0,0.74
Zion Williamson,F,NOP,89,39.0,10.0,5.0,1.0,2.0,3.0,64.5,0.72
John Collins,C-F,ATL,84,38.0,12.0,2.0,1.0,0.0,0.0,58.4,0.7
Nikola Jokic,C,DEN,95,37.0,6.0,9.0,2.0,1.0,1.0,65.7,0.69
Kristaps Porzingis,C-F,DAL,86,31.0,18.0,3.0,0.0,1.0,2.0,58.099999999999994,0.68
Karl-Anthony Towns,C-F,MIN,89,29.0,16.0,8.0,0.0,1.0,5.0,58.2,0.65
Jayson Tatum,F-G,BOS,90,34.0,6.0,7.0,1.0,1.0,2.0,55.7,0.62
Pascal Siakam,F,TOR,84,26.0,11.0,6.0,1.0,1.0,2.0,52.2,0.62
Robert Williams III,C-F,BOS,77,7.0,9.0,6.0,2.0,5.0,0.0,47.8,0.62
Ja Morant,G,MEM,86,32.0,4.0,11.0,0.0,0.0,1.0,52.3,0.61
Terry Rozier,G,CHA,82,26.0,5.0,11.0,0.0,1.0,2.0,49.5,0.6
Robert Covington,F,POR,77,15.0,8.0,5.0,1.0,4.0,1.0,46.1,0.6
Donovan Mitchell,G,UTA,88,35.0,5.0,6.0,1.0,0.0,1.0,52.0,0.59
Trevor Ariza,F,MIA,74,14.0,9.0,5.0,2.0,2.0,1.0,43.3,0.59
Andrew Wiggins,F-G,GSW,79,29.0,7.0,3.0,0.0,2.0,2.0,45.9,0.58
Clint Capela,C,ATL,86,18.0,15.0,0.0,2.0,3.0,1.0,50.0,0.58
Jonas Valanciunas,C,MEM,82,14.0,18.0,2.0,1.0,2.0,1.0,46.599999999999994,0.57
Myles Turner,C-F,IND,81,9.0,7.0,3.0,2.0,7.0,3.0,45.9,0.57
Chuma Okeke,F,ORL,72,22.0,6.0,4.0,2.0,0.0,1.0,40.2,0.56
John Wall,G,HOU,82,14.0,3.0,15.0,2.0,2.0,7.0,45.1,0.55
Enes Kanter,C,POR,80,15.0,15.0,0.0,2.0,2.0,2.0,43.0,0.54
Dennis Schroder,G,LAL,77,17.0,5.0,7.0,4.0,1.0,7.0,41.5,0.54
